country,region,Happiness Rank,HappinessScore,LowerCI,UpperCI,Economy,Social Support,Health _LE,Freedom,Corruption,Generosity,Dystopia,year
Kazakhstan,Central and Eastern Europe,45,6.152,6.06,6.243,1.23,1.103,0.527,0.573,0.132,0.143,2.446,2021
Kenya,Sub-Saharan Africa,125,4.419,4.3262136,4.5117864,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,2015
Kenya,Sub-Saharan Africa,122,4.356,4.259,4.453,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,2016
Kenya,Sub-Saharan Africa,112,4.552999973,4.655691591,4.450308356,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,1.651902199,2017
Kenya,Sub-Saharan Africa,124,4.41,,,0.493,1.048,0.454,0.504,0.055,0.352,,2018
Kenya,Sub-Saharan Africa,121,4.509,,,0.512,0.983,0.581,0.431,0.053,0.372,,2019
Kenya,Sub-Saharan Africa,121,4.583000183,4.450102329,4.715898037,0.476413399,0.905077755,0.536312759,0.519180536,0.067201078,0.393902093,1.684904575,2020
Kenya,Sub-Saharan Africa,121,4.607,4.466,4.747,0.603,0.508,0.385,0.483,0.073,0.375,2.18,2021
Kosovo,Central and Eastern Europe,69,5.589,5.4906472,5.6873528,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,2015
Kosovo,Central and Eastern Europe,77,5.401,5.308,5.494,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,2016
Kosovo,Central and Eastern Europe,78,5.278999805,5.364847995,5.193151615,0.951484382,1.137853503,0.54145205,0.260287941,0.057471618,0.319931448,2.010540724,2017
Kosovo,Central and Eastern Europe,66,5.662,,,0.855,1.23,0.578,0.448,0.023,0.274,,2018
Kosovo,Central and Eastern Europe,46,6.1,,,0.882,1.232,0.758,0.489,0.006,0.262,,2019
Kosovo,Central and Eastern Europe,35,6.325200081,6.222856045,6.427544117,0.840481341,1.183962822,0.672709167,0.557280421,0.008559024,0.325286865,2.736902714,2020
Kosovo,Central and Eastern Europe,33,6.372,6.257,6.487,0.937,0.807,0.483,0.593,0.014,0.356,3.182,2021
Kuwait,Middle East and North Africa,39,6.295,6.2076624,6.3823376,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,2015
Kuwait,Middle East and North Africa,41,6.239,6.154,6.324,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085,2016
Kuwait,Middle East and North Africa,39,6.105000019,6.191956989,6.018043049,1.632952452,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798,1.640425205,2017
Kuwait,Middle East and North Africa,45,6.083,,,1.474,1.301,0.675,0.554,0.106,0.167,,2018
Kuwait,Middle East and North Africa,51,6.021,,,1.5,1.319,0.808,0.493,0.097,0.142,,2019
Kuwait,Middle East and North Africa,48,6.102099895,5.997636318,6.206563473,1.424833655,1.244779825,0.776468933,0.570261419,0.112814933,0.132751092,1.840167999,2020
Kuwait,Middle East and North Africa,47,6.106,5.977,6.235,1.461,0.857,0.58,0.591,0.13,0.12,2.368,2021
Kyrgyzstan,Central and Eastern Europe,77,5.286,5.2110692,5.3609308,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,2015
Kyrgyzstan,Central and Eastern Europe,85,5.185,5.103,5.267,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136,2016
Kyrgyzstan,Central and Eastern Europe,98,5.004000187,5.089919903,4.918080471,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374,1.536723137,2017
Kyrgyzstan,Central and Eastern Europe,92,5.131,,,0.53,1.416,0.594,0.54,0.035,0.281,,2018
Kyrgyzstan,Central and Eastern Europe,86,5.261,,,0.551,1.438,0.723,0.508,0.023,0.3,,2019
Kyrgyzstan,Central and Eastern Europe,74,5.541500092,5.455892086,5.627108097,0.513180971,1.341036677,0.680645883,0.614617765,0.030466691,0.30137074,2.060206652,2020
Kyrgyzstan,Central and Eastern Europe,67,5.744,5.653,5.834,0.665,0.971,0.501,0.673,0.02,0.266,2.648,2021
Laos,Southeastern Asia,99,4.876,4.7447192,5.0072808,0.59066,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,2015
Laos,Southeastern Asia,102,4.876,4.742,5.01,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08637,2016
Laos,Southeastern Asia,110,4.623,,,0.72,1.034,0.441,0.626,0.174,0.23,,2018
Laos,Southeastern Asia,105,4.796,,,0.764,1.03,0.551,0.547,0.164,0.266,,2019
Laos,Southeastern Asia,104,4.888599873,4.809673309,4.967526436,0.714693844,0.987391889,0.486378282,0.612027287,0.194273964,0.27266711,1.621152639,2020
Laos,Southeastern Asia,100,5.03,4.941,5.119,0.808,0.598,0.33,0.643,0.179,0.268,2.204,2021
Latvia,Central and Eastern Europe,89,5.098,5.007056,5.188944,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,2015
Latvia,Central and Eastern Europe,68,5.56,5.486,5.634,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,2016
Latvia,Central and Eastern Europe,54,5.849999905,5.920263538,5.779736271,1.260748625,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786,1.993655205,2017
Latvia,Central and Eastern Europe,53,5.933,,,1.148,1.454,0.671,0.363,0.066,0.092,,2018
Latvia,Central and Eastern Europe,53,5.94,,,1.187,1.465,0.812,0.264,0.064,0.075,,2019
Latvia,Central and Eastern Europe,57,5.949999809,5.881717205,6.018282413,1.14139545,1.414398789,0.777902424,0.329198807,0.090391524,0.075407945,2.121283054,2020
Latvia,Central and Eastern Europe,51,6.032,5.961,6.103,1.285,1.047,0.587,0.405,0.089,0.082,2.536,2021
Lebanon,Middle East and North Africa,103,4.839,4.7539948,4.9240052,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,2015
Lebanon,Middle East and North Africa,93,5.129,5.031,5.227,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,2016
Lebanon,Middle East and North Africa,88,5.224999905,5.318882288,5.131117521,1.074987531,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759,1.695073843,2017
Lebanon,Middle East and North Africa,80,5.358,,,0.965,1.179,0.785,0.503,0.136,0.214,,2018
Lebanon,Middle East and North Africa,91,5.197,,,0.987,1.224,0.815,0.216,0.027,0.166,,2019
Lebanon,Middle East and North Africa,111,4.771500111,4.685742378,4.857257843,0.889232516,1.19249332,0.788671136,0.18551667,0.021518147,0.158524141,1.53554225,2020
Lebanon,Middle East and North Africa,123,4.584,4.477,4.691,1.045,0.868,0.595,0.175,0.026,0.14,1.736,2021
Lesotho,Sub-Saharan Africa,97,4.898,4.7130152,5.0829848,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388,2.79832,2015
Lesotho,Sub-Saharan Africa,139,3.808000088,4.044343975,3.5716562,0.521021247,1.190095186,0,0.390661299,0.11909464,0.157497272,1.42983532,2017
Lesotho,Sub-Saharan Africa,141,3.808,,,0.472,1.215,0.079,0.423,0.112,0.116,,2018
Lesotho,Sub-Saharan Africa,144,3.802,,,0.489,1.169,0.168,0.359,0.093,0.107,,2019
Lesotho,Sub-Saharan Africa,143,3.652800083,3.491842985,3.813757181,0.45493874,1.088940024,0.100934811,0.409367532,0.050483823,0.102627642,1.445513964,2020
Lesotho,Sub-Saharan Africa,145,3.512,3.276,3.748,0.451,0.731,0.007,0.405,0.015,0.103,1.8,2021
Liberia,Sub-Saharan Africa,116,4.571,4.3540672,4.7879328,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362,2.77729,2015
Liberia,Sub-Saharan Africa,150,3.622,3.463,3.781,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,2016
Liberia,Sub-Saharan Africa,148,3.532999992,3.653756261,3.412243724,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,1.673285961,2017
Liberia,Sub-Saharan Africa,149,3.495,,,0.076,0.858,0.267,0.419,0.03,0.206,,2018
Liberia,Sub-Saharan Africa,141,3.975,,,0.073,0.922,0.443,0.37,0.033,0.233,,2019
Liberia,Sub-Saharan Africa,124,4.557899952,4.397265434,4.71853447,0.174103007,0.920733929,0.392284274,0.405943096,0.051139876,0.226967871,2.386757851,2020
Liberia,Sub-Saharan Africa,120,4.625,4.417,4.833,0.228,0.58,0.253,0.43,0.057,0.221,2.857,2021
Libya,Middle East and North Africa,63,5.754,5.6004928,5.9075072,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,2015
Libya,Middle East and North Africa,67,5.615,5.406,5.824,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374,2016
Libya,Middle East and North Africa,68,5.525000095,5.676953807,5.373046384,1.101803064,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666,1.835011244,2017
Libya,Middle East and North Africa,70,5.566,,,0.985,1.35,0.553,0.496,0.148,0.116,,2018
Libya,Middle East and North Africa,72,5.525,,,1.044,1.303,0.673,0.416,0.152,0.133,,2019
Libya,Middle East and North Africa,80,5.488800049,5.36987257,5.607727528,1.021913767,1.196283698,0.615626633,0.451354057,0.172258079,0.142757699,1.888563156,2020
Libya,Middle East and North Africa,80,5.41,5.262,5.558,1.044,0.821,0.435,0.474,0.174,0.131,2.331,2021
Lithuania,Central and Eastern Europe,56,5.833,5.7576772,5.9083228,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,2015
Lithuania,Central and Eastern Europe,60,5.813,5.734,5.892,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525,2016
Lithuania,Central and Eastern Europe,52,5.90199995,5.982669641,5.821330259,1.314582348,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657,2.228440523,2017
Lithuania,Central and Eastern Europe,50,5.952,,,1.197,1.527,0.716,0.35,0.006,0.026,,2018
Lithuania,Central and Eastern Europe,42,6.149,,,1.238,1.515,0.818,0.291,0.042,0.043,,2019
Lithuania,Central and Eastern Europe,41,6.215499878,6.128881454,6.302118301,1.193559647,1.432865739,0.795421183,0.42046079,0.081350274,0.053691041,2.238146067,2020
Lithuania,Central and Eastern Europe,38,6.255,6.167,6.344,1.35,1.065,0.612,0.476,0.073,0.056,2.624,2021
Luxembourg,Western Europe,17,6.946,6.8774196,7.0145804,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961,2015
Luxembourg,Western Europe,20,6.871,6.804,6.938,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2.11055,2016
Luxembourg,Western Europe,18,6.862999916,6.9236861,6.802313732,1.741943598,1.457583666,0.845089495,0.596627891,0.318834424,0.283180982,1.619512081,2017
Luxembourg,Western Europe,17,6.91,,,1.576,1.52,0.896,0.632,0.321,0.196,,2018
Luxembourg,Western Europe,14,7.09,,,1.609,1.479,1.012,0.526,0.316,0.194,,2019
Luxembourg,Western Europe,10,7.237500191,7.177030563,7.297969818,1.536676049,1.387528419,0.986442685,0.610137045,0.367041469,0.19595392,2.153700352,2020
Luxembourg,Western Europe,8,7.324,7.252,7.396,1.751,1.003,0.76,0.639,0.353,0.166,2.653,2021
North Macedonia,Central and Eastern Europe,93,5.007,4.9016304,5.1123696,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,2015
North Macedonia,Central and Eastern Europe,95,5.121,5.017,5.225,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947,2016
North Macedonia,Central and Eastern Europe,92,5.175000191,5.27217264,5.077827742,1.064577937,1.207893014,0.644948184,0.325905979,0.060277794,0.253760964,1.617469311,2017
North Macedonia,Central and Eastern Europe,89,5.185,,,0.959,1.239,0.691,0.394,0.052,0.173,,2018
Macedonia,Central and Eastern Europe,90,5.159800053,5.068147659,5.251452446,0.935371995,1.183173537,0.802994132,0.410224587,0.024595059,0.18586354,1.617594957,2020
Madagascar,Sub-Saharan Africa,147,3.681,3.6097932,3.7522068,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,1.851,2015
Madagascar,Sub-Saharan Africa,148,3.695,3.621,3.769,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,2016
Madagascar,Sub-Saharan Africa,144,3.644000053,3.714319106,3.573681001,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,1.584612608,2017
Madagascar,Sub-Saharan Africa,143,3.774,,,0.262,0.908,0.402,0.221,0.049,0.155,,2018
Madagascar,Sub-Saharan Africa,143,3.933,,,0.274,0.916,0.555,0.148,0.041,0.169,,2019
Madagascar,Sub-Saharan Africa,137,4.165599823,4.052817345,4.278382301,0.244553208,0.823694348,0.500617027,0.192967549,0.076248638,0.191190064,2.136298418,2020
Madagascar,Sub-Saharan Africa,135,4.208,4.068,4.349,0.266,0.503,0.341,0.207,0.087,0.185,2.62,2021
Malawi,Sub-Saharan Africa,131,4.292,4.171852,4.412148,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,2015
Malawi,Sub-Saharan Africa,132,4.156,4.041,4.271,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016
Malawi,Sub-Saharan Africa,136,3.970000029,4.077478817,3.86252124,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,2.081786156,2017
Malawi,Sub-Saharan Africa,147,3.587,,,0.186,0.541,0.306,0.531,0.08,0.21,,2018
Malawi,Sub-Saharan Africa,150,3.41,,,0.191,0.56,0.495,0.443,0.089,0.218,,2019
Malawi,Sub-Saharan Africa,145,3.538000107,3.400289536,3.675710678,0.176534727,0.53036809,0.446163297,0.487389833,0.131633952,0.213185057,1.552718282,2020
Malawi,Sub-Saharan Africa,144,3.6,3.419,3.781,0.113,0.168,0.298,0.484,0.134,0.213,2.19,2021
Malaysia,Southeastern Asia,61,5.77,5.685132,5.854868,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,2015
Malaysia,Southeastern Asia,47,6.005,5.921,6.089,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384,2016
Malaysia,Southeastern Asia,42,6.084000111,6.179979637,5.988020585,1.29121542,1.284646034,0.618784428,0.402264982,0.065600708,0.41660893,2.004448891,2017
Malaysia,Southeastern Asia,35,6.322,,,1.161,1.258,0.669,0.356,0.059,0.311,,2018
Malaysia,Southeastern Asia,80,5.339,,,1.221,1.171,0.828,0.508,0.024,0.26,,2019
Malaysia,Southeastern Asia,82,5.384300232,5.288647175,5.479953289,1.168421626,1.17400229,0.788511872,0.596941531,0.062163133,0.274886161,1.319420815,2020
Malaysia,Southeastern Asia,81,5.384,5.289,5.48,1.259,0.797,0.587,0.624,0.064,0.27,1.784,2021
Maldives,Southern Asia,87,5.197599888,5.056508541,5.338691235,0.937864304,1.402287602,0.914439559,0.548203647,0.071906492,0.224198252,1.098674774,2020
Maldives,Southern Asia,89,5.198,5.057,5.339,1.115,1.015,0.697,0.575,0.073,0.204,1.52,2021
Mali,Sub-Saharan Africa,138,3.995,3.8852008,4.1047992,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,2015
Mali,Sub-Saharan Africa,135,4.073,3.988,4.158,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,2016
Mali,Sub-Saharan Africa,127,4.190000057,4.269670711,4.110329403,0.476180494,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199,1.668190956,2017
Mali,Sub-Saharan Africa,118,4.447,,,0.37,1.233,0.152,0.367,0.056,0.139,,2018
Mali,Sub-Saharan Africa,128,4.39,,,0.385,1.105,0.308,0.327,0.052,0.153,,2019
Mali,Sub-Saharan Africa,114,4.729300022,4.603148937,4.855451107,0.352462649,0.97314173,0.234981522,0.377534449,0.062146276,0.16966705,2.559335232,2020
Mali,Sub-Saharan Africa,117,4.723,4.563,4.884,0.387,0.59,0.11,0.384,0.072,0.164,3.016,2021
Malta,Western Europe,37,6.302,6.2195624,6.3844376,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,2015
Malta,Western Europe,30,6.488,6.409,6.567,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,2016
Malta,Western Europe,27,6.52699995,6.598396773,6.455603128,1.343279839,1.488411665,0.821944237,0.588767052,0.153066069,0.574730575,1.556862831,2017
Malta,Western Europe,22,6.627,,,1.27,1.525,0.884,0.645,0.142,0.376,,2018
Malta,Western Europe,22,6.726,,,1.3,1.52,0.999,0.564,0.151,0.375,,2019
Malta,Western Europe,22,6.772799969,6.688601971,6.856997967,1.252513289,1.442956924,0.972042024,0.633239031,0.178864077,0.341180831,1.952012062,2020
Malta,Western Europe,23,6.602,6.516,6.688,1.411,1.055,0.747,0.664,0.183,0.275,2.268,2021
Mauritania,Sub-Saharan Africa,124,4.436,4.3586388,4.5133612,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,2015
Mauritania,Sub-Saharan Africa,130,4.201,4.127,4.275,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,2016
Mauritania,Sub-Saharan Africa,123,4.291999817,4.377163616,4.206836018,0.648457289,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024,1.651637316,2017
Mauritania,Sub-Saharan Africa,126,4.356,,,0.557,1.245,0.292,0.129,0.093,0.134,,2018
Mauritania,Sub-Saharan Africa,122,4.49,,,0.57,1.167,0.489,0.066,0.088,0.106,,2019
Mauritania,Sub-Saharan Africa,129,4.374599934,4.266616821,4.482583046,0.539684892,1.113323569,0.425184816,0.185714483,0.122257635,0.128899664,1.85955739,2020
Mauritania,Sub-Saharan Africa,134,4.227,4.09,4.365,0.666,0.749,0.273,0.218,0.133,0.119,2.069,2021
Mauritius,Sub-Saharan Africa,71,5.477,5.3359388,5.6180612,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,2015
Mauritius,Sub-Saharan Africa,66,5.648,5.507,5.789,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223,2016
Mauritius,Sub-Saharan Africa,64,5.629000187,5.729862192,5.528138182,1.189395547,1.20956099,0.638007462,0.491247326,0.042181555,0.360933751,1.697583914,2017
Mauritius,Sub-Saharan Africa,55,5.891,,,1.09,1.387,0.684,0.584,0.05,0.245,,2018
Mauritius,Sub-Saharan Africa,57,5.888,,,1.12,1.402,0.798,0.498,0.06,0.215,,2019
Mauritius,Sub-Saharan Africa,49,6.101299763,5.989135742,6.213463783,1.07366395,1.395666838,0.763389409,0.590838134,0.084088229,0.186894551,2.006720543,2020
Mauritius,Sub-Saharan Africa,50,6.049,5.933,6.165,1.178,0.996,0.574,0.59,0.096,0.153,2.462,2021
Mexico,Latin America and Caribbean,14,7.187,7.1051504,7.2688496,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214,2015
Mexico,Latin America and Caribbean,21,6.778,6.68,6.876,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,3.55906,2016
Mexico,Latin America and Caribbean,25,6.578000069,6.671148908,6.48485123,1.153183818,1.21086216,0.709978998,0.412730008,0.132774115,0.120990433,2.837154865,2017
Mexico,Latin America and Caribbean,24,6.488,,,1.038,1.252,0.761,0.479,0.095,0.069,,2018
Mexico,Latin America and Caribbean,23,6.595,,,1.07,1.323,0.861,0.433,0.073,0.074,,2019
Mexico,Latin America and Caribbean,24,6.465000153,6.370680332,6.559319973,1.024387479,1.226333499,0.831601024,0.553892553,0.083133668,0.083094485,2.662540197,2020
Mexico,Latin America and Caribbean,36,6.317,6.213,6.42,1.126,0.83,0.634,0.585,0.089,0.092,2.961,2021
Moldova,Central and Eastern Europe,52,5.889,5.8145396,5.9634604,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,2015
Moldova,Central and Eastern Europe,55,5.897,5.823,5.971,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007,2016
Moldova,Central and Eastern Europe,56,5.837999821,5.908370838,5.767628803,0.72887063,1.251825571,0.589465201,0.240729049,0.010091286,0.208779126,2.807808399,2017
Moldova,Central and Eastern Europe,67,5.64,,,0.657,1.301,0.62,0.232,0,0.171,,2018
Moldova,Central and Eastern Europe,71,5.529,,,0.685,1.328,0.739,0.245,0,0.181,,2019
Moldova,Central and Eastern Europe,70,5.607500076,5.524640083,5.690360069,0.707916796,1.237312198,0.713299453,0.389571488,0.014378744,0.174049184,2.370968342,2020
Moldova,Central and Eastern Europe,65,5.766,5.677,5.856,0.985,0.888,0.542,0.536,0.013,0.137,2.665,2021
Mongolia,Eastern Asia,100,4.874,4.8090652,4.9389348,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,1.34759,2015
Mongolia,Eastern Asia,101,4.907,4.838,4.976,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,2016
Mongolia,Eastern Asia,100,4.954999924,5.021679509,4.888320338,1.027235866,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423,1.111292362,2017
Mongolia,Eastern Asia,94,5.125,,,0.914,1.517,0.575,0.395,0.032,0.253,,2018
Mongolia,Eastern Asia,83,5.285,,,0.948,1.531,0.667,0.317,0.038,0.235,,2019
Mongolia,Eastern Asia,81,5.456200123,5.377186298,5.535213947,0.904872775,1.458930612,0.615788162,0.355703115,0.046533126,0.263885736,1.810527563,2020
Mongolia,Eastern Asia,70,5.677,5.595,5.76,0.966,1.065,0.442,0.397,0.053,0.263,2.492,2021
Montenegro,Central and Eastern Europe,82,5.192,5.089394,5.294606,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,2015
Montenegro,Central and Eastern Europe,88,5.161,5.055,5.267,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531,2016
Montenegro,Central and Eastern Europe,83,5.236999989,5.341044441,5.132955537,1.121129036,1.238376498,0.667464674,0.194989055,0.088174194,0.197911024,1.729191542,2017
Montenegro,Central and Eastern Europe,81,5.347,,,1.017,1.279,0.729,0.259,0.081,0.111,,2018
Montenegro,Central and Eastern Europe,73,5.523,,,1.051,1.361,0.871,0.197,0.08,0.142,,2019
Montenegro,Central and Eastern Europe,72,5.54610014,5.450088024,5.642112255,1.010150075,1.265657902,0.839028895,0.303223848,0.098435111,0.14901033,1.880565882,2020
Montenegro,Central and Eastern Europe,72,5.581,5.475,5.686,1.155,0.891,0.637,0.397,0.081,0.166,2.254,2021
Morocco,Middle East and North Africa,92,5.013,4.945968,5.080032,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,2015
Morocco,Middle East and North Africa,90,5.151,5.058,5.244,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891,2016
Morocco,Middle East and North Africa,84,5.235000134,5.318340965,5.151659302,0.878114581,0.774864435,0.597710669,0.408158332,0.087763183,0.032209955,2.456189394,2017
Morocco,Middle East and North Africa,85,5.254,,,0.779,0.797,0.669,0.46,0.074,0.026,,2018
Morocco,Middle East and North Africa,89,5.208,,,0.801,0.782,0.782,0.418,0.076,0.036,,2019
Morocco,Middle East and North Africa,97,5.094799995,4.985724926,5.203875065,0.75862211,0.645208478,0.745096922,0.450054139,0.077385604,0.040032551,2.378402472,2020
Morocco,Middle East and North Africa,106,4.918,4.8,5.036,0.792,0.219,0.558,0.477,0.088,0.034,2.749,2021
Mozambique,Sub-Saharan Africa,94,4.971,4.8162384,5.1257616,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137,2015
Mozambique,Sub-Saharan Africa,113,4.550000191,4.774102326,4.325898055,0.23430565,0.870701015,0.106654435,0.480791092,0.179436386,0.322228104,2.355650902,2017
Mozambique,Sub-Saharan Africa,123,4.417,,,0.198,0.902,0.173,0.531,0.158,0.206,,2018
Mozambique,Sub-Saharan Africa,123,4.466,,,0.204,0.986,0.39,0.494,0.138,0.197,,2019
Mozambique,Sub-Saharan Africa,120,4.623600006,4.468203068,4.778996944,0.178741366,0.955202878,0.324223638,0.56077534,0.163064316,0.220422104,2.221216202,2020
Mozambique,Sub-Saharan Africa,115,4.794,4.592,4.997,0.183,0.634,0.196,0.608,0.163,0.228,2.783,2021
Myanmar,Southeastern Asia,129,4.307,4.2217204,4.3922796,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41805,2015
Myanmar,Southeastern Asia,119,4.395,4.327,4.463,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,2016
Myanmar,Southeastern Asia,114,4.545000076,4.614739946,4.475260206,0.36711055,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161,1.115290403,2017
Myanmar,Southeastern Asia,130,4.308,,,0.682,1.174,0.429,0.58,0.178,0.598,,2018
Myanmar,Southeastern Asia,131,4.36,,,0.71,1.181,0.555,0.525,0.172,0.566,,2019
Myanmar,Southeastern Asia,133,4.308000088,4.223819733,4.392180443,0.67809093,1.098178267,0.495443076,0.597478867,0.187530354,0.569813728,0.681462526,2020
Myanmar,Southeastern Asia,126,4.426,4.324,4.527,0.666,0.713,0.341,0.601,0.178,0.52,1.407,2021
Namibia,Sub-Saharan Africa,113,4.574,4.374,4.774,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198,2016
Namibia,Sub-Saharan Africa,111,4.573999882,4.770354741,4.377645023,0.964434326,1.098470807,0.338611811,0.520303547,0.093146972,0.077133745,1.481890202,2017
Namibia,Sub-Saharan Africa,119,4.441,,,0.874,1.281,0.365,0.519,0.064,0.051,,2018
Namibia,Sub-Saharan Africa,113,4.639,,,0.879,1.313,0.477,0.401,0.056,0.07,,2019
Namibia,Sub-Saharan Africa,122,4.571100235,4.451572418,4.690628052,0.84008199,1.245738149,0.40687117,0.444598973,0.054320343,0.076454483,1.503033161,2020
Namibia,Sub-Saharan Africa,124,4.574,4.448,4.7,0.882,0.801,0.262,0.411,0.059,0.091,2.068,2021
Nepal,Southern Asia,121,4.514,4.4433028,4.5846972,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,1.95637,2015
Nepal,Southern Asia,107,4.793,4.698,4.888,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,2016
Nepal,Southern Asia,99,4.961999893,5.067356079,4.856643707,0.479820192,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166,1.891241074,2017
Nepal,Southern Asia,101,4.88,,,0.425,1.228,0.539,0.526,0.078,0.302,,2018
Nepal,Southern Asia,100,4.913,,,0.446,1.226,0.677,0.439,0.089,0.285,,2019
Nepal,Southern Asia,92,5.137199879,5.024123192,5.250276566,0.444050372,1.100789309,0.66887939,0.480608255,0.127502963,0.300971806,2.014386892,2020
Nepal,Southern Asia,87,5.269,5.132,5.406,0.519,0.702,0.496,0.488,0.135,0.287,2.642,2021
Netherlands,Western Europe,7,7.378,7.3231396,7.4328604,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761,2.4657,2015
Netherlands,Western Europe,7,7.339,7.284,7.394,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2.70749,2016
Netherlands,Western Europe,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.585384488,0.282661825,0.47048983,2.294804096,2017
Netherlands,Western Europe,6,7.441,,,1.361,1.488,0.878,0.638,0.295,0.333,,2018
Netherlands,Western Europe,5,7.488,,,1.396,1.522,0.999,0.557,0.298,0.322,,2019
Netherlands,Western Europe,6,7.448900223,7.394428253,7.503372192,1.338946342,1.463645935,0.975675344,0.61362648,0.368569762,0.336317569,2.352117062,2020
Netherlands,Western Europe,5,7.464,7.41,7.518,1.501,1.079,0.753,0.647,0.384,0.302,2.798,2021
New Zealand,Australia and New Zealand,9,7.286,7.2199284,7.3520716,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501,2.26425,2015
New Zealand,Australia and New Zealand,8,7.334,7.264,7.404,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47553,2016
